time,X10,X11,X4,X5,X6,X7,X8,X9
272,667,762,342,277,533,625,597,739
273,665,759,341,277,532,626,601,742
274,667,761,342,277,532,624,599,742
275,667,760,342,277,532,624,600,742
276,667,761,343,277,532,625,599,741
277,667,762,342,277,532,625,597,740
278,667,761,343,277,532,625,598,740
279,666,760,341,277,532,625,602,742
280,666,760,344,276,532,625,601,742
281,667,761,342,277,532,625,598,741
282,667,761,342,277,533,625,599,741
283,667,761,343,277,532,625,599,742
284,666,761,341,277,532,625,599,741
285,667,762,344,277,532,625,597,739
286,666,760,343,276,532,626,601,743
287,666,761,342,277,532,625,600,742
288,667,761,343,278,533,625,598,741
289,667,761,342,278,532,626,597,739
290,667,761,342,277,533,625,598,740
291,665,759,343,277,533,628,601,742
292,664,758,341,276,535,629,601,741
293,665,759,341,277,532,628,601,742
294,667,762,342,277,532,625,598,740
295,667,762,342,277,534,626,596,737
296,667,762,342,277,534,626,597,737
297,667,761,342,277,533,625,598,740
298,667,761,342,277,533,625,597,740
299,667,761,343,277,533,625,597,738
300,666,762,342,277,533,626,596,737
301,666,760,341,276,532,625,602,743
302,667,761,342,277,533,626,597,739
303,667,761,342,277,533,626,596,738
304,666,761,342,277,533,626,597,739
305,667,761,342,277,532,625,597,739
306,667,760,342,276,532,624,600,742
307,664,759,341,276,533,628,601,741
308,665,759,341,276,532,626,601,742
309,667,761,344,277,533,625,598,740
310,667,761,344,278,533,625,596,738
311,667,761,343,277,533,626,596,738
312,667,761,342,278,532,626,596,738
313,667,761,342,277,532,625,597,740
314,667,760,342,277,533,626,597,740
315,666,761,344,277,533,625,597,739
316,667,761,342,277,533,626,596,737
317,665,759,341,276,532,627,601,742
318,667,761,344,277,533,626,597,738
319,667,761,342,277,533,626,596,738
320,667,761,343,277,533,626,596,738
321,666,761,342,277,533,625,596,737
322,666,762,342,277,532,626,597,737
323,666,761,342,277,533,626,597,737
324,667,761,342,277,533,625,597,738
325,667,761,342,277,533,625,596,738
326,667,761,343,277,532,626,596,738
327,665,760,342,276,531,625,601,742
328,666,761,343,277,533,626,596,737
329,666,760,343,276,532,625,599,742
330,667,761,342,276,533,626,596,738
331,666,762,342,277,534,626,596,736
332,664,758,341,277,532,627,600,742
333,667,761,344,277,533,625,596,737
334,666,761,343,277,533,626,596,736
335,666,761,342,277,532,626,597,736
336,667,761,343,277,532,626,596,737
337,666,761,342,276,532,625,596,739
338,666,761,342,277,532,626,596,736
339,665,759,342,276,532,626,600,741
340,666,760,343,277,532,626,596,737
341,666,760,342,277,533,626,596,737
342,665,759,342,276,531,624,600,742
343,666,761,343,277,532,626,596,736
344,667,762,342,277,532,626,596,737
345,666,761,342,277,533,626,596,737
346,664,758,343,276,534,629,600,741
347,665,760,342,276,532,625,600,742
348,665,760,345,277,533,626,597,737
349,667,761,342,277,532,626,596,737
350,666,761,342,278,533,626,597,736
351,665,758,342,277,533,627,600,741
352,665,759,341,277,532,625,601,742
353,666,761,342,278,533,626,596,737
354,666,761,344,278,534,626,597,736
355,667,761,345,277,533,626,596,736
356,667,761,343,277,532,626,596,736
357,666,761,342,277,533,626,596,737
358,666,759,342,276,532,625,601,742
359,665,759,341,276,531,626,601,742
360,664,758,343,276,532,625,600,742
361,664,758,341,276,532,627,601,742
362,666,761,343,277,533,625,596,736
363,666,761,342,277,533,626,596,736
364,666,761,344,277,532,626,596,736
365,666,761,344,277,533,627,596,736
366,666,761,344,278,533,626,596,736
367,665,759,342,276,532,624,601,743
368,664,760,342,277,533,627,597,736
369,665,761,343,278,533,626,596,736
370,666,761,343,277,533,626,596,736
371,667,761,342,277,533,626,597,736
372,667,761,345,277,533,626,596,736
373,664,759,342,276,531,625,600,742
374,664,760,343,278,534,626,596,736
375,664,758,342,276,531,626,600,741
376,665,761,342,277,532,626,596,736
377,665,761,345,277,533,626,596,736
378,665,759,342,277,531,624,600,742
379,665,760,342,277,533,626,596,736
380,664,758,341,277,532,626,601,741
381,665,758,341,277,531,624,600,742
382,664,760,343,278,533,626,597,737
383,664,760,342,277,533,626,596,736
384,665,760,345,278,533,626,596,736
385,665,760,343,277,533,626,596,736
386,665,761,342,277,533,626,596,736
387,666,760,343,277,532,626,596,736
388,665,760,345,277,533,626,596,736
389,664,758,341,276,532,624,600,742
390,666,760,344,277,533,625,596,737
391,667,761,343,277,533,625,596,736
392,667,761,344,277,533,625,596,736
393,666,760,342,277,533,626,596,735
394,664,758,343,276,533,629,600,741
395,666,759,342,277,533,625,598,740
396,666,760,344,276,532,624,598,741
397,663,759,343,277,533,626,596,736
398,664,759,342,277,533,627,596,737
399,665,761,343,277,533,626,596,736
400,665,760,343,277,533,626,596,736
401,664,760,343,277,533,626,596,736
402,664,757,341,276,533,628,600,741
403,664,758,342,276,532,626,601,741
404,665,760,343,277,533,626,596,736
405,665,760,343,277,533,626,597,735
406,664,760,344,277,533,626,596,736
407,663,757,341,276,534,628,600,741
408,664,757,343,276,532,627,600,740
409,663,757,341,276,533,628,599,740
410,664,760,343,277,532,626,597,736
411,665,760,343,277,533,626,596,736
412,665,760,342,277,533,626,596,736
413,663,759,343,277,533,626,597,736
414,665,760,343,277,533,625,596,736
415,666,760,343,277,532,626,596,736
416,663,757,341,276,532,628,601,741
417,663,760,342,277,533,625,597,736
418,664,759,345,278,533,626,596,736
419,666,760,343,277,533,625,596,735
420,664,760,342,277,532,626,596,736
421,665,760,343,277,532,625,596,736
422,664,757,341,276,531,626,600,742
423,662,756,343,276,535,629,599,740
424,665,759,342,276,532,625,598,740
425,665,758,341,276,532,624,599,741
426,661,757,344,278,534,627,597,737
427,666,760,342,277,532,626,595,736
428,664,759,342,277,533,626,596,736
429,665,759,343,276,533,625,596,736
430,665,760,342,277,533,626,595,736
431,664,759,344,277,533,626,596,736
432,664,756,341,276,533,628,599,740
433,666,760,342,276,533,626,596,736
434,666,760,344,277,532,625,595,735
435,665,760,342,276,532,625,596,735
436,665,760,342,277,532,625,596,736
437,663,755,342,276,535,629,599,740
438,663,755,341,275,535,629,599,740
439,664,757,342,276,532,625,600,742
440,665,759,344,277,533,625,595,736
441,664,759,344,277,532,626,596,736
442,664,760,344,277,533,626,596,736
443,665,759,343,277,533,626,596,735
444,664,759,343,277,533,625,596,735
445,664,759,342,277,533,626,596,736
446,662,758,343,277,533,626,596,736
447,663,758,342,277,533,625,596,736
448,664,759,344,277,533,626,596,736
449,665,759,343,277,532,625,597,739
450,665,758,342,276,532,625,597,739
451,663,756,341,275,534,629,599,739
452,662,755,343,277,534,628,599,738
453,663,758,343,277,533,626,596,735
454,663,758,343,276,533,626,596,736
455,665,759,343,276,532,626,596,736
456,663,758,343,277,532,625,596,735
457,664,759,342,277,533,625,596,736
458,665,760,344,277,532,625,596,736
459,662,755,340,276,535,629,598,739
460,665,759,342,277,532,625,596,735
461,664,758,342,277,533,626,596,735
462,666,759,342,276,533,625,596,736
463,666,759,342,277,532,624,595,736
464,662,757,343,276,534,626,596,736
465,665,760,343,277,533,625,595,735
466,663,759,343,276,532,625,596,735
467,662,754,343,277,534,628,598,738
468,660,756,342,277,533,625,596,736
469,662,757,342,277,532,625,596,736
470,663,758,343,277,533,626,596,735
471,663,759,342,276,533,625,596,735
472,663,759,344,276,532,625,595,735
473,664,759,342,276,532,625,596,735
474,661,755,340,276,535,628,599,739
475,663,758,343,277,533,626,596,736
476,662,758,343,277,534,625,596,735
477,665,759,343,276,532,625,596,735
478,665,759,342,277,532,625,595,736
479,665,759,342,276,533,625,595,735
480,662,755,340,275,536,628,598,739
481,661,754,341,277,535,627,598,738
482,662,755,343,276,534,628,599,739
483,663,756,340,275,533,628,599,740
484,664,759,342,276,532,625,595,735
485,665,758,342,276,532,624,596,737
486,661,754,341,277,534,627,598,737
487,665,758,344,276,532,624,595,736
488,664,759,344,276,532,625,595,735
489,665,759,343,276,532,625,595,735
490,664,759,342,276,532,625,596,735
491,665,759,342,277,533,624,595,736
492,665,759,342,276,532,624,596,736
493,664,758,342,276,532,624,596,737
494,663,758,343,277,532,625,596,735
495,661,755,344,278,534,627,597,737
496,663,758,342,278,534,625,597,736
497,663,756,342,275,532,626,599,740
498,665,759,342,277,532,624,595,735
499,664,758,342,277,533,624,596,735
500,663,758,342,277,532,624,595,735
501,663,758,342,277,532,624,595,735
502,663,758,342,277,532,624,595,735
503,662,757,344,277,533,624,595,735
504,662,757,344,277,533,624,595,735
505,662,757,344,277,533,624,595,735
506,661,755,343,277,534,626,597,737
507,665,758,341,276,532,623,595,737
508,664,758,342,277,532,623,596,737
509,664,758,341,276,532,624,596,737
510,665,758,342,277,532,624,596,735
511,664,759,343,277,532,625,596,735
512,660,753,341,277,534,627,598,738
513,665,759,343,276,533,624,595,736
514,664,757,342,276,531,623,599,740
515,664,757,341,276,532,623,597,740
516,665,758,342,276,532,623,595,736
517,665,759,344,276,532,624,595,736
518,665,759,342,276,533,624,595,736
519,664,759,342,277,532,624,596,735
520,664,758,342,276,532,624,596,737
521,665,758,343,276,532,624,597,739
522,664,759,342,276,533,625,596,735
523,665,758,343,276,532,624,595,736
524,665,759,342,276,532,624,596,735
525,665,759,342,277,533,624,595,736
526,664,758,343,276,532,624,595,735
527,665,758,342,276,532,623,596,737
528,665,759,343,277,533,624,596,736
529,664,757,341,276,532,623,599,740
530,665,759,345,276,533,624,596,735
531,665,759,342,276,533,624,595,735
532,665,758,342,276,532,624,595,736
533,664,757,341,276,532,623,599,741
534,660,755,342,277,535,626,597,737
535,664,757,343,277,534,625,597,737
536,665,759,343,276,533,624,595,735
537,665,758,342,276,532,623,596,738
538,664,756,342,277,533,625,597,738
539,665,758,342,276,532,623,596,736
540,664,758,344,277,533,625,597,737
541,661,755,345,277,534,626,597,737
542,665,758,342,276,532,624,595,735
543,665,758,342,276,532,624,596,737
544,665,758,342,276,532,623,597,738
545,665,758,343,276,532,623,596,737
546,664,757,344,276,532,623,596,738
547,665,758,342,276,532,623,596,738
548,664,758,342,276,532,624,595,735
549,664,758,342,276,532,623,595,737
550,664,758,342,276,531,623,596,738
551,664,758,342,276,533,623,595,736
552,664,757,342,276,532,623,597,739
553,664,757,342,276,532,623,597,739
554,664,757,342,276,532,623,597,739
555,665,758,341,276,532,623,597,739
556,665,758,341,276,532,623,597,739
557,665,758,341,276,532,623,597,739
558,664,756,344,276,531,623,599,741
559,664,757,341,276,531,622,599,741
560,664,757,341,276,531,623,599,741
561,662,756,341,276,533,626,600,740
562,662,755,344,276,532,624,599,740
563,663,757,343,277,533,624,597,738
564,663,756,341,275,531,623,600,741
565,664,757,341,276,533,623,598,740
566,664,756,341,276,532,624,600,740
567,664,757,342,277,532,623,599,741
568,664,757,343,276,532,622,599,741
569,664,758,342,275,532,623,598,740
570,664,757,342,277,533,625,596,737
571,662,755,341,276,534,627,599,739
572,665,758,342,276,532,623,596,737
573,665,758,342,276,532,623,596,738
574,665,758,342,276,532,624,596,736
575,662,756,341,275,535,627,598,738
576,663,757,341,276,534,626,597,737
577,661,755,344,276,533,626,598,739
578,665,758,343,276,532,623,597,739
579,664,756,343,276,531,623,599,741
580,664,757,343,277,534,625,597,736
581,664,757,342,276,534,626,597,737
582,663,755,341,275,533,627,599,740
583,663,756,342,276,534,625,597,738
584,661,754,342,277,536,627,598,738
585,664,757,342,276,532,623,598,740
586,665,758,343,275,532,623,598,740
587,662,754,343,276,535,627,599,739
588,663,756,341,275,532,625,600,740
589,663,755,341,275,533,625,600,740
590,663,756,341,276,534,627,599,740
591,663,756,341,276,534,627,599,740
592,663,755,341,275,534,627,599,740
593,663,755,341,275,534,627,599,740
594,663,755,341,275,534,627,599,740
595,662,755,341,275,535,627,598,739
596,664,757,344,276,532,622,598,740
597,663,755,342,276,532,625,599,740
598,664,757,344,276,531,622,600,740
599,664,757,343,276,532,622,599,740
600,664,757,343,276,531,622,600,741
601,663,756,343,275,531,623,600,741
602,661,754,340,275,535,627,598,739
603,663,755,342,275,534,627,599,739
604,664,757,342,276,531,622,599,740
605,662,755,343,276,533,624,599,739
606,663,756,342,277,533,624,599,739
607,663,756,341,275,533,626,599,740
608,661,754,343,277,536,627,598,738
609,663,756,341,275,532,624,600,741
610,664,757,341,275,531,623,600,740
611,661,753,342,276,535,626,598,738
612,663,755,341,276,534,627,599,739
613,663,755,341,276,534,627,599,739
614,663,757,342,276,532,623,600,740
615,663,757,342,276,532,623,600,740
616,663,757,342,276,532,623,600,740
617,663,755,342,276,535,627,599,739
618,663,755,343,275,533,626,599,740
619,663,755,343,275,534,627,599,740
620,663,756,343,276,532,623,600,741
621,664,757,345,277,533,624,598,738
622,664,756,343,276,532,623,600,740
623,663,756,343,276,534,625,599,738
624,663,755,342,276,534,625,599,739
625,663,757,342,276,534,626,598,738
626,663,756,343,276,533,624,598,739
627,662,754,341,277,535,626,598,738
628,661,754,342,277,535,626,598,739
629,661,755,342,277,534,626,598,737
630,662,754,341,275,535,627,599,739
631,662,755,341,276,535,627,599,739
632,663,755,342,275,535,627,599,739
633,662,756,343,278,534,625,597,737
634,664,757,343,277,534,624,596,737
635,664,756,343,276,533,624,599,739
636,663,755,343,275,534,626,600,740
637,662,755,342,276,536,627,599,739
638,663,756,344,276,533,624,598,739
639,663,756,343,277,533,626,598,739
640,665,757,343,277,533,624,597,738
641,663,757,344,276,533,625,598,738
642,665,758,343,277,534,625,597,737
643,662,754,344,276,535,627,599,739
644,662,755,343,276,535,626,599,739
645,662,755,344,276,536,627,599,739
646,662,754,341,276,536,627,599,739
647,662,755,341,276,535,627,599,740
648,664,758,343,277,534,625,597,737
649,663,756,342,276,533,625,599,739
650,664,756,344,277,534,625,598,738
651,663,755,341,276,536,627,599,740
652,664,757,341,276,535,626,598,738
653,663,755,342,275,535,627,600,740
654,664,756,343,276,534,625,598,739
655,664,757,343,276,533,624,598,739
656,661,755,343,277,534,626,598,738
657,664,757,342,277,535,625,598,737
658,662,755,342,275,535,627,599,739
659,662,755,342,276,535,626,599,738
660,661,754,342,276,536,626,599,738
661,665,758,344,277,534,624,597,737
662,663,756,343,276,534,625,598,739
663,664,757,343,277,534,625,597,736
664,663,756,342,276,533,625,598,739
665,664,756,342,276,533,624,598,739
666,664,757,343,277,533,625,597,737
667,664,755,342,277,532,623,599,740
668,664,757,344,277,534,624,597,738
669,665,757,343,277,534,625,597,737
670,663,756,342,276,534,625,598,739
671,663,756,343,277,534,624,599,738
672,661,755,342,277,535,626,598,737
673,665,758,343,277,534,625,597,736
674,665,758,343,277,534,625,597,736
675,664,757,344,276,533,623,599,740
676,664,757,344,276,533,623,599,740
677,664,757,344,276,533,623,599,740
678,663,756,342,276,534,625,599,739
679,665,757,343,277,534,624,597,738
680,665,758,344,278,533,625,597,736
681,664,757,344,276,534,625,598,739
682,664,757,342,276,534,625,598,739
683,664,757,343,277,534,625,599,739
684,664,757,343,276,534,625,598,739
685,664,757,342,276,534,626,599,738
686,664,757,343,276,532,624,599,741
687,664,756,346,277,533,623,599,740
688,665,757,343,276,533,624,599,741
689,664,756,343,277,533,623,599,741
690,665,757,345,278,533,625,598,739
691,664,755,344,276,533,625,599,739
692,664,757,343,276,536,626,598,739
693,664,756,345,276,535,626,599,739
694,663,756,343,277,535,626,599,740
695,664,756,343,276,533,625,600,740
696,664,757,343,277,535,626,600,739
697,665,757,343,277,535,625,599,739
698,665,757,344,276,534,625,599,739
699,665,757,344,277,534,626,599,740
700,664,756,343,276,535,625,600,739
701,665,756,344,276,534,626,600,740
702,666,757,344,277,534,624,600,740
703,667,759,344,277,536,626,598,739
704,666,758,344,277,535,626,599,739
705,667,758,344,277,535,626,600,739
706,666,758,344,277,535,626,600,740
707,668,759,347,277,535,625,599,739
708,666,757,344,277,534,626,601,740
709,667,757,344,276,535,625,601,740
710,668,760,344,278,536,626,599,739
711,668,758,344,277,535,625,600,739
712,668,759,347,277,535,625,600,740
713,668,759,344,277,536,625,600,740
714,669,760,345,277,536,626,600,740
715,668,759,347,278,535,626,600,740
716,669,759,345,277,535,625,601,740
717,670,759,345,278,536,625,600,741
718,671,760,345,277,536,626,599,739
719,670,760,345,278,536,626,600,741
720,671,761,346,278,536,626,600,740
721,671,760,347,277,536,625,601,742
722,672,761,345,277,537,627,601,740
723,672,762,346,278,537,625,600,741
724,673,761,348,279,537,625,601,742
725,673,762,346,278,538,626,601,741
726,673,762,346,278,537,626,601,741
727,673,762,348,277,537,626,601,741
728,675,763,346,278,538,626,601,741
729,675,764,347,279,537,625,601,742
730,676,764,346,278,538,626,601,741
731,677,765,346,278,538,626,601,742
732,677,764,347,279,538,625,602,742
733,678,764,349,279,538,625,603,743
734,679,766,348,279,538,626,602,742
735,679,766,349,279,539,626,603,743
736,681,767,347,279,540,627,602,742
737,680,768,347,279,540,627,603,743
738,681,768,347,278,541,627,603,743
739,682,768,348,278,540,626,603,744
740,683,769,348,278,541,627,604,744
741,684,770,348,279,541,626,603,744
742,684,770,349,279,541,627,605,745
743,685,771,349,279,541,627,605,745
744,686,772,349,280,542,627,604,746
745,687,772,349,279,543,627,605,745
746,689,774,348,279,544,628,605,745
747,689,773,349,279,542,627,606,747
748,689,774,350,280,543,626,606,747
749,692,775,352,280,545,627,606,747
750,692,776,349,280,545,627,606,747
751,693,776,350,279,545,628,606,747
752,694,777,350,280,545,628,607,748
753,694,777,350,280,545,628,607,748
754,694,777,350,280,545,628,607,748
755,699,782,352,281,548,628,609,750
756,699,782,352,281,548,628,609,750
757,699,782,352,281,547,629,609,750
758,700,783,352,281,548,628,609,750
759,701,783,353,281,548,628,610,751
760,703,784,352,281,549,629,610,751
761,703,785,352,282,550,629,611,752
762,705,787,352,281,551,629,611,753
763,706,788,353,282,550,629,612,753
764,707,789,354,282,551,629,613,754
765,708,790,353,282,553,630,612,754
766,709,790,353,282,552,630,613,755
767,710,791,354,282,554,630,613,755
768,712,792,355,283,553,630,614,756
769,712,793,354,283,555,630,615,756
770,713,795,355,283,556,630,615,757
771,715,796,355,283,556,630,615,757
772,716,797,356,284,557,631,616,758
773,717,798,357,283,558,631,617,759
774,718,798,356,284,557,631,618,760
