time(s),sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12
70,0.0,0.0,0.0,0.14640893506688016,0.0,0.0,0.0,0.0,0.017457864952857383,0.023336268617294705,0.0,0.2099527056111882
71,0.10424916173394211,0.0,0.03437152742537163,0.0,0.0,0.0,0.07075978643246636,0.0,0.2005069046949013,0.11927533345199402,0.17168514318471206,0.004212183729076761
72,0.09035324906258424,0.0,0.0,0.09128281610861624,0.0,0.03334097421911108,0.08843871953617731,0.15207778250278448,0.05851478024021306,0.0,0.0,0.0
73,0.0019000331062149765,0.0,0.13979189145917653,0.04955897101997747,0.200014566610668,0.09079094076713536,0.0,0.10843367230429522,0.08169784550850318,0.0,0.0,0.06886979204469677
74,0.0,0.0,0.11627105936059666,0.0,0.0,0.0,0.04522136840704593,0.015431949340598956,0.0,0.0,0.0,0.11636528277147595
75,0.0,0.0,0.0,0.0,0.0,0.0,0.043088401066256714,0.06749559204628527,0.0,0.0,0.049212489370591514,0.0
76,0.0,0.0,0.1312728371138547,0.0,0.18563232572689864,0.14693460508186748,0.0,0.11731141865938506,0.08085770990165571,0.09606963132017686,0.0,0.02627765147373511
77,0.07437112837712267,0.10179570524293596,0.05359553424434758,0.0,0.0,0.0,0.0029430032019986097,0.0,0.0,0.13665378008331405,0.10480955168243647,0.0
78,0.0,0.0,0.0,0.0,0.0015681393867383712,0.03672497308152677,0.03659135778224902,0.0,0.0,0.0,0.02845267845316736,0.012800318180590894
79,0.0,0.0,0.0,0.07675139022007116,0.0,0.0,0.020686102175117172,0.05530205850855602,0.11397501718124066,0.0,0.1085010230784611,0.0
80,0.05014483315248052,0.0752891081493785,0.0,0.1205344969426681,0.19450438582266374,0.0,0.0,0.12459792858920377,0.0,0.0,0.041413900103695916,0.029955910529054566
81,0.11581866529320278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06678373875176706,0.060734366358716055,0.0
82,0.02571168700562794,0.0,0.0,0.1838305516151506,0.0,0.0,0.159702652736268,0.0,0.07551355310409297,0.11116165471199208,0.0,0.0013991855013155158
83,0.031451289586317176,0.02262380886674215,0.002088172952146569,0.0,0.0,0.10399111640475828,0.0,0.0,0.0,0.2266275210169303,0.03439406623567248,0.21564390825018315
84,0.13718621335497766,0.11179338227271521,0.0,0.02898532048768381,0.0,0.11495262626873715,0.0,0.0,0.09928416511334798,0.1197274371157942,0.08299902168150815,0.010149717437196717
85,0.01755532939548327,0.0,0.0,0.0,0.0,0.0,0.11788177522206399,0.0,0.0,0.11456150500659071,0.0,0.04785210318308163
86,0.0,0.0,0.06568495243296528,0.13208257501648651,0.0,0.0,0.0,0.0,0.12006077966431668,0.0,0.002759967013716589,0.0
87,0.0673125502773975,0.0,0.14932648218875172,0.020025009316683412,0.0,0.06977893970404843,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.11388262397712992,0.05453334753603575,0.0,0.0,0.06993671272171202,0.0,0.005583757096081207,0.0,0.0
89,0.0,0.003420468453807545,0.06096077271513875,0.12208583206477436,0.0,0.15045584658174269,0.12555439226599702,0.0,0.026674969643845504,0.25680552333263423,0.0,0.0
90,0.1273733620139556,0.0,0.0,0.13348744227212703,0.0,0.06735009421313022,0.0,0.0,0.0,0.007639133027532212,0.07528431587980149,0.058029998296637235
91,0.0,0.0,0.0,0.0,0.0,0.0,0.10979806507166064,0.14006919039755225,0.0020036306137453798,0.14313724416216342,0.03443331834619268,0.03842225542945579
92,0.0,0.0,0.015466707007445017,0.0,0.12115637538848477,0.0,0.03320955338365821,0.0,0.0,0.0,0.009881711844369638,0.031827155328407415
93,0.03455179438887663,0.0077078611381493625,0.0,0.0,0.0,0.0,0.09191985348050415,0.0,0.0,0.0,0.07558091316390524,0.08971256923502526
94,0.0,0.10556942488831499,0.0,0.08950964627412833,0.029791127747850907,0.0,0.0,0.017118014657457516,0.0,0.0,0.0,0.0
95,0.0,0.0,0.007093603807778562,0.033288922936374074,0.0,0.09392141356494986,0.2682915464764947,0.0,0.0819708384100065,0.0,0.0,0.2049192624198095
96,0.04529363265335095,0.0,0.11605811769046714,0.1069144864013238,0.0,0.07424288177415515,0.0,0.014813479835792127,0.0,0.06872670095726244,0.04865972695198037,0.0
97,0.0,0.05025462464541818,0.1377495904468828,0.11127388030572323,0.08812491026944852,0.04542707676524302,0.0,0.005738670290525528,0.051318490406140144,0.0,0.005153382272620233,0.0
98,0.021493883009475502,0.12120907193227362,0.0,0.0,0.1232256913132611,0.024257468935699567,0.0,0.12729150347195373,0.046257175853028076,0.0,0.0,0.037297421820649754
99,0.0,0.0,0.0,0.13507701305538725,0.1110664099944154,0.0,0.0,0.0,0.13166023144916056,0.0,0.0,0.0
100,0.0,0.0,0.08042110316696449,0.09508609577657173,0.061656036732889496,0.05041931991417489,0.0,0.0,0.04592106840183252,0.05504477907943575,0.0,0.004990073515853744
101,0.14039587386592936,0.028313082231952502,0.0,0.0,0.03278244168925974,0.012910247266475126,0.2164421799793244,0.0,0.0,0.0,0.07872185167785874,0.0
102,0.0,0.0,0.07143299024856388,0.03497927665296289,0.0,0.2002269094974413,0.0,0.0676362632917717,0.09805514591594197,0.23259141020120452,0.0,0.05073890386425739
103,0.0,0.0,0.09021997058040737,0.0,0.0,0.0,0.0,0.07775430577819623,0.0,0.0,0.024844132388509323,0.0
104,0.0,0.050109000930877196,0.10191848538616466,0.0616055678631176,0.0,0.0,0.0,0.03724035476367588,0.14467726373186302,0.007714087350524337,0.06687390589696111,0.0
105,0.0,0.15193363510906444,0.008777675152119907,0.0,0.007153907945296131,0.0,0.03667991900540592,0.21538025858255694,0.02323437280051326,0.0,0.047830915335778476,0.0
106,0.010234768254966681,0.011666175116950344,0.0,0.04789272411691076,0.07784077882486562,0.0,0.13562871510648758,0.05533046112106778,0.06621492007258462,0.0628948944621253,0.0,0.20246577260634827
107,0.0,0.0,0.0,0.0067305304659352,0.0,0.0,0.013575501759082027,0.12549990347387416,0.08347502263108951,0.10254669990873509,0.06499998824374438,0.0
108,0.0,0.0,0.0,0.0,0.0,0.11855016361685766,0.0,0.0,0.0,0.019862257939119582,0.04473053301258998,0.0
109,0.0003937304431402774,0.1769913067655593,0.07771389479869385,0.019013624490205883,0.12621542236613548,0.10922373088701676,0.0006923914914269598,0.0,0.07303653469855961,0.03136733391264615,0.0,0.0
110,0.04777540994335271,0.09099625408605587,0.1525470421693245,0.2706469573488758,0.0,0.0,0.07723760648610961,0.19803367749295342,0.03932010477520968,0.024300393835167994,0.0,0.0
111,0.0,0.06400266183843294,0.15536337286320648,0.0,0.0,0.0,0.0,0.0,0.07020674676783849,0.0,0.04128636495101898,0.0244231288929925
112,0.0,0.03564125835343761,0.08855252043009731,0.0,0.06448485676582918,0.0,0.09851744286287471,0.07678494758026481,0.0156759318779995,0.14413694130479576,0.0,0.14550235713573995
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12866889530338563,0.0,0.0,0.0,0.08898649069738024
114,0.03398209641866438,0.0,0.1403154849034468,0.0,0.002388513447441523,0.06253713723408305,0.0,0.11755472495923086,0.0,0.17270517182232706,0.18286810834873335,0.0
115,0.0,0.0,0.04265228983224314,0.08157743533853581,0.0332910873364158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0767296838706404,0.054957431606444396,0.0,0.07158824596360679,0.014980693667962827,0.19085761760067194,0.0,0.0,0.08150947404598159,0.09067748761770045,0.0,0.0
117,0.0,0.15089188942669035,0.08619275535967362,0.0,0.0,0.149069543989815,0.0034156715141086705,0.06221940345734322,0.0,0.01862837066063122,0.0,0.0
118,0.0,0.1118338136793128,0.0,0.1026296585269112,0.012422442846402898,8.239434044365071e-05,0.0,0.07420136514248447,0.046084556686078464,0.009187470342456754,0.13836334609098322,0.0
119,0.07731408558892489,0.0,0.0,0.07934432954943102,0.23248701368050098,0.0,0.024264449450743297,0.0,0.0,0.0,0.0,0.06402282160957254
120,0.0,0.022399496890104873,0.0,0.0,0.12955139868962065,0.0,0.028831997703035017,0.0,0.10555022580399065,0.06701153687901791,0.012707592830189053,0.0
121,0.13840157189326782,0.0736763345167897,0.0,0.0,0.09604201587468346,0.15983767605260096,0.037182856477935795,0.0,0.07565117689514615,0.05360168813349811,0.0,0.0
122,0.1405205305878188,0.06188603301446354,0.0,0.08297830079490026,0.04804948147479838,0.0,0.0,0.0,0.03465329357077964,0.1786621848313341,0.1651209906833092,0.028642327667053227
123,0.13923257534919029,0.0,0.0,0.01696646210019749,0.1691476429212027,0.09343689527333607,0.01518213045674538,0.0,0.11811817420540582,0.06694589543578881,0.11353876901523868,0.0
124,0.0,0.2914109215768362,0.07510727195414567,0.0022223463700592008,0.09672416227947715,0.002179221306830378,0.12115451670002005,0.0,0.014851467645508588,0.0,0.05824908316130373,0.031979827495770656
125,0.007689494858457143,0.0,0.05197665619892278,0.0,0.13937038851680256,0.07135622139241762,0.07969402926946449,0.184929628070222,0.10045675429429549,0.0,0.0,0.09624550622157381
126,0.0,0.0,0.0,0.0744648949116316,0.14290493865212836,0.0,0.03030132962563959,0.0,0.0,0.032391065835469905,0.0,0.07683572959020686
127,0.0923162608341953,0.02335950812615763,0.263338996572831,0.03484962524285009,0.07699210002370666,0.0,0.0,0.0,0.0,0.14858098419586954,0.0,0.0
128,0.17066049536784622,0.21168030549638536,0.0,0.0,0.06224314266565774,0.0,0.0,0.0,0.02583958079465474,0.03874388651834776,0.0,0.0
129,0.08735894156353792,0.0,0.0,0.0,0.0,0.0,0.0,0.1728039635009821,0.0,0.10228051871929773,0.0,0.0
130,0.0009144345740137365,0.0,0.03754040979761171,0.10679291018800763,0.20266847783646985,0.12492241693744977,0.0639474919410317,0.0,0.11584025336307804,0.02960002188665893,0.0,0.0
131,0.0,0.10772936730156929,0.0,0.06049052231558771,0.0029615397056040878,0.0,0.0,0.0,0.11568481301753342,0.0,0.14874079884076805,0.015149247465281247
132,0.06490867326291062,0.0,0.14542764314354673,0.025540289994559567,0.0,0.0,0.0,0.0737740930723388,0.1824904122576515,0.0454471778396297,0.0,0.0
133,0.0,0.0,0.0,0.0,0.044739603615209456,0.13587000236279756,0.0,0.0,0.0,0.0,0.0,0.03421011568801052
134,0.05363360323820653,0.05656329018867201,0.0,0.0,0.0,0.11649272367955031,0.0,0.019079469616859426,0.01606012150097263,0.12289437128038301,0.0,0.0
135,0.0,0.02725179902295931,0.06145200456752457,0.0,0.0,0.158797877232563,0.0084244429122035,0.0,0.01552509005837819,0.1652022559779266,0.007071290486874736,0.0
136,0.062054821596173516,0.10304387856367914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18035571954886712,0.1150578633945921,0.06561140270047328
137,0.0,0.12914688890653633,0.05338190112628001,0.07542352785642843,0.010417642347955341,0.020072274904185342,0.09149271042598696,0.0622667926834333,0.023881949384047262,0.0,0.041685171740761695,0.0
138,0.0,0.030700306000536172,0.12899248509336336,0.07148600341672774,0.016532573478303666,0.009028132463110565,0.0,0.18230546574129586,0.030770716690845124,0.0,0.019626891610340348,0.0
139,0.0,0.029173272537830905,0.0,0.04368247171923879,0.0,0.0,0.0,0.0,0.0,0.0,0.06388975261684152,0.0
140,0.0,0.021411098228613354,0.0,0.10378909147677427,0.0,0.03244593898571548,0.0,0.05807539119250739,0.0,0.0,0.0,0.0
141,0.05561217985339653,0.04891305566492876,0.0,0.0,0.10025573058961579,0.0,0.19490664795331802,0.04837429406776665,0.10369051552532578,0.016557136376098566,0.06253111243447315,0.18719074221990856
142,0.1043860610918658,0.005517063787146392,0.001312861817770251,0.0,0.0,0.01619922684028448,0.0,0.017399575055876245,0.02766579209385718,0.0,0.0,0.0
143,0.05264481613346958,0.0,0.22435203729965184,0.0074792263185805815,0.0,0.3401875562209925,0.05430005752333472,0.0,0.0,0.0021015349467030093,0.011982325908560056,0.07828659308147985
144,0.13638865244171053,0.11966271208272423,0.022927295412675203,0.0,0.0031548636253724443,0.03171307641284577,0.01730989569507649,0.0,0.0,0.0,0.07052773392955287,0.06886121690055474
145,0.25391627162693325,0.15161161803550433,0.0,0.07271692217035422,0.06613734841127489,0.035913159810288545,0.1243802520495837,0.0,0.006602925298412613,0.21513522556048992,0.0,0.03762184791154013
146,0.0,0.0,0.0,0.0,0.0,0.08212193350158413,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0010021151740569072,0.0,0.12983700044467547,0.0,0.018064453099631766,0.052567230302194345,0.0,0.05627930278843271,0.0,0.0,0.07321786915948801
148,0.0,0.0,0.0,0.0,0.061104509018782664,0.0,0.0,0.0,0.042471752776371906,0.05450929868683503,0.0,0.0
149,0.11907272561136402,0.0,0.00931582623472575,0.21319836495006173,0.0,0.0,0.01892917976534728,0.0,0.05438844171980405,0.08386152544212384,0.14781399838564444,0.0
150,0.12993968142644874,0.040251620973532146,0.03431152797060936,0.2029297355602423,0.17677280107020554,0.0,0.0,0.0,0.007458687615318274,0.0,0.0677336937011371,0.0
151,0.0,0.06694383715424684,0.07680946961831209,0.0,0.06216409628847905,0.0,0.19140212871139706,0.05569613807666784,0.0,0.0,0.07795034896474788,0.013037536470582957
152,0.0617640845511145,0.0,0.0,0.11461704509257485,0.08142210070791463,0.0,0.0,0.0,0.1729907624305901,0.14217390845218703,0.16744748463523443,0.0750968870989237
153,0.12170707969801103,0.0,0.0040089862110221745,0.0,0.007542097132263344,0.16293927516227863,0.0,0.08437508055520193,0.0,0.08743806692188268,0.05346781005957375,0.0
154,0.022628826949887482,0.0,0.0,0.1013286498231345,0.18802071421010702,0.010700304336551121,0.0,0.022972096265392254,0.0,0.0,0.0,0.18289494228946065
155,0.08474014325766388,0.0896499670200166,0.0,0.0,0.0,0.14394363546644237,0.013325238072331231,0.0,0.0,0.11866517213467793,0.11347371022558882,0.0
156,0.017483301199147133,0.0,0.0,0.0,0.0,0.0,0.013094979568223516,0.0,0.0,0.07570110592487511,0.0,0.09392647808501067
157,0.0,0.1187427151682,0.05408684452119157,0.0,0.0,0.1458487055755726,0.0,0.0,0.19393838998584878,0.0,0.07554164707833014,0.06987339740981423
158,0.10493473923208657,0.05212299906445414,0.0,0.0,0.0,0.0,0.0,0.016616088169179127,0.0907312664504666,0.0,0.0,0.04834271495038617
159,0.1325105661514201,0.13161760815300222,0.0,0.027906250868529266,0.0,0.12591578818500768,0.1858435879467557,0.03610192879506046,0.0,0.0,0.07867737148675667,0.11903759514609427
160,0.07345010648800457,0.0,0.3167190144013333,0.13303164260362166,0.19776200559177237,0.02148684738096505,0.0,0.0,0.0,0.08112603549833203,0.004445497760861383,0.0
161,0.0,0.0,0.0,0.0036625032151390473,0.0,0.04532565519196945,0.0,0.0,0.04074451347654204,0.1540853192728239,0.06254726698393985,0.05706828785055981
162,0.0,0.0430362641506498,0.1468864340596206,0.1002910134717589,0.0,0.04545170402782952,0.20889090108317837,0.011435564948903344,0.0,0.0,0.0,0.0
163,0.0,0.12746531240383413,0.0,0.0,0.0,0.0,0.08021436655602922,0.0,0.0,0.0,0.02326325634252689,0.0
164,0.07699773599307935,0.0924721805513421,0.0,0.0,0.18929971978907156,0.0,0.0,0.05529997237845039,0.0,0.042247296657810705,0.05140875491193434,0.0
165,0.12683895224039018,0.0,0.06571982828397226,0.10540356825285856,0.0,0.0,0.023579233698507014,0.0,0.0,0.0,0.005441935249365911,0.0
166,0.04244862440564507,0.008676107546264671,0.008059288598063184,0.0,0.014450965626259672,0.0,0.19952302928708235,0.0,0.0,0.0,0.0,0.13609971705627488
167,0.09405355849620096,0.0,0.0,0.0012983828902915838,0.0,0.0,0.0,0.0,0.0,0.10780170586374527,0.0,0.0672490987096881
168,0.0,0.0,0.0,0.0,0.0,0.0,0.08346249815426245,0.07484941921595968,0.014566357255440244,0.12059422289446878,0.1575380900123574,0.042881432410989025
169,0.014586185242830944,0.0955388571179851,0.03940335049674712,0.13606112048522842,0.0,0.0,0.06813069619185183,0.10247268059097353,0.017580568089534718,0.06856523732396379,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.04586662757192741,0.006029354885343694,0.0,0.0,0.13968346919083127,0.0,0.0
171,0.0,0.0,0.0,0.05165849695700944,0.02693689790369419,0.0007717431932776087,0.0,0.0,0.0,0.0,0.0,0.0
172,0.08786735481908958,0.0,0.0,0.09215169693346942,0.0,0.02460423233171474,0.04029721669611008,0.0,0.0,0.04430861709688419,0.051437734715317,0.12988035611720739
